file,category,title,url,stored_cents,scraped_cents,diff_pct
apps-import.json,"Ersatzteile","For iPhone 12, iPhone 12 Pro Antenna WiFi Flex","https://euromobilecompany.de/de/parts/for-apple/for-iphone/iphone-12/for-iphone-12-iphone-12-pro-antenna-wifi-flex-21194",4295,1495,65.19
